GENE       CHR      START       STOP  NSNPS  NPARAM     N        ZSTAT      P_MULTI  P_SNPWISE_MEAN  P_SNPWISE_TOP1
9879         5  134059461  134176811     88      22  4338      0.24897      0.40169         0.91986         0.16042
134553       5  134146370  134205425     43      16  4338      0.61681      0.26868         0.58522          0.1231
79770        5  134174427  134247323     78      24  4338    -0.049675      0.51981         0.76289         0.31072
84105        5  134205810  134308336    120      24  4338     -0.12076      0.54806         0.74394         0.34332
347732       5  134268596  134357397    119      21  4338      -1.0512      0.85342         0.82165         0.75324
100996485    5  134333970  134690370    828     112  4338     -0.53397      0.70332         0.74773          0.5273
5307         5  134353424  134404964    127      22  4338     -0.56234      0.71306         0.76256         0.53242
9555         5  134660071  134770645    194      23  4338     -0.61079      0.72933         0.80402         0.54318
140947       5  134769904  134818038    165      26  4338     -0.98973      0.83885         0.78188         0.79569
497189       5  134774558  134823089    166      26  4338      -1.0794       0.8598         0.81717         0.79952
4762         5  134859972  134906639     70      18  4338     -0.82935      0.79655         0.74252         0.76654
9547         5  134896369  134949969     93      12  4338     -0.74902      0.77308          0.6732         0.77772
153328       5  135135365  135234326    359      38  4338     -0.69622      0.75685          0.8092         0.57743
3578         5  135217935  135266516    221      24  4338     -0.69714      0.75714         0.54861         0.85682
26223        5  135231006  135287367    265      27  4338      -1.0558      0.85447         0.69452         0.86487
3950         5  135272600  135325723    202      22  4338     -0.90497      0.81726         0.60673         0.91535
7045         5  135329584  135409507     97      25  4338      0.94835      0.17147         0.15095         0.22798
4090         5  135433536  135528422    213      19  4338       2.0803     0.018748        0.054571        0.030177
57113        5  135538458  135736164    468      42  4338      0.77637      0.21876         0.21325          0.2464
6695         5  136300987  136870018   1535      92  4338      -1.5072      0.93412         0.89147         0.87384
26249        5  136943189  137185310    400      42  4338       1.2125      0.11267        0.050045         0.31571
10949        5  137077073  137125039     45      15  4338       1.2625      0.10338        0.066533         0.20638
9499         5  137168536  137233540     65      19  4338       1.7006     0.044507        0.029656         0.10143
27039        5  137190125  137286156    130      22  4338      0.71897      0.23608         0.19009             0.3
51306        5  137263638  137422650    308      29  4338      0.73933      0.22985         0.38367          0.1435
7478         5  137384581  137438337    109      19  4338     -0.22917      0.59063         0.49378         0.61699
8382         5  137440861  137510132     94      22  4338     -0.30844      0.62112         0.41013          0.7883
10902        5  137465455  137549358    101      19  4338      -0.2341      0.59255          0.4182         0.70424
10112        5  137479408  137533404     63      15  4338     -0.60912      0.72878         0.52709         0.86063
8697         5  137513337  137584032    103      18  4338     -0.15018      0.55969         0.38817         0.68899
2676         5  137578069  137645544    126      23  4338      0.22156      0.41233         0.48129         0.31456
995          5  137610959  137709064    202      26  4338    -0.011767      0.50469         0.58965         0.35949
51307        5  137638224  137695418    121      20  4338     -0.55162       0.7094         0.59145         0.68177
51780        5  137653285  137782716    292      29  4338      -0.8098      0.79097         0.66682         0.77064
51308        5  137739690  137792658    144      23  4338     -0.35897      0.64019         0.73097         0.47354
1958         5  137766181  137815004    123      24  4338      0.38088      0.35165          0.2369         0.48748
2107         5  137831782  137913989    135      22  4338      -1.5518      0.93964         0.91216         0.87766
3313         5  137880571  137946318    115      19  4338      -1.3065      0.90431         0.89047         0.79473
1495         5  138054075  138280723    328      18  4338     -0.42741      0.66546          0.6272         0.51915
26045        5  138195079  138246057     65       7  4338      0.45478      0.32463         0.52418         0.18792
64374        5  138272409  138569065    368      31  4338    -0.098023      0.53904         0.82133         0.28601
9782         5  138574441  138677366     44      15  4338     -0.37973      0.64793         0.46057         0.76281
51247        5  138642519  138715409     45      18  4338      0.52909      0.29837         0.28486         0.30313
9963         5  138692885  138755632     60      12  4338       1.0906      0.13771         0.15591         0.14876
